EmployeeNumber,Age,Gender,BusinessTravel,DistanceFromHome,Education,EducationField,MaritalStatus,Department,JobRole,Attrition
878,36,Male,Travel_Rarely,8,3,Life Sciences,Married,Human Resources,Human Resources,No
879,25,Male,Travel_Rarely,3,1,Other,Married,Sales,Sales Executive,No
880,35,Female,Travel_Rarely,9,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
881,35,Female,Travel_Frequently,25,4,Life Sciences,Divorced,Research & Development,Research Scientist,Yes
882,32,Male,Non-Travel,1,3,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
885,25,Male,Travel_Rarely,4,1,Marketing,Married,Sales,Sales Executive,No
887,49,Female,Travel_Rarely,1,3,Technical Degree,Married,Research & Development,Research Scientist,No
888,24,Male,Non-Travel,4,1,Life Sciences,Married,Research & Development,Laboratory Technician,No
889,32,Male,Travel_Frequently,5,2,Life Sciences,Married,Sales,Sales Executive,No
893,38,Male,Travel_Rarely,9,3,Marketing,Married,Sales,Sales Representative,No
894,42,Female,Travel_Rarely,3,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
895,31,Male,Travel_Rarely,11,4,Life Sciences,Married,Research & Development,Research Scientist,No
896,29,Female,Travel_Rarely,1,3,Medical,Divorced,Sales,Sales Representative,Yes
897,53,Male,Travel_Rarely,8,3,Marketing,Married,Sales,Sales Executive,No
899,35,Male,Travel_Rarely,25,3,Technical Degree,Married,Research & Development,Manufacturing Director,No
900,37,Female,Travel_Frequently,21,2,Medical,Married,Sales,Sales Representative,No
901,53,Female,Travel_Rarely,23,4,Life Sciences,Single,Research & Development,Research Director,No
902,43,Female,Travel_Frequently,1,3,Life Sciences,Married,Research & Development,Healthcare Representative,No
903,47,Female,Travel_Rarely,2,2,Marketing,Married,Sales,Sales Executive,No
904,37,Male,Non-Travel,19,2,Medical,Single,Sales,Sales Executive,No
905,50,Male,Non-Travel,2,4,Life Sciences,Divorced,Research & Development,Manager,No
909,39,Female,Travel_Rarely,2,3,Life Sciences,Married,Human Resources,Human Resources,No
910,33,Male,Travel_Rarely,3,2,Human Resources,Divorced,Human Resources,Human Resources,No
911,32,Male,Travel_Rarely,25,4,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
912,29,Female,Travel_Rarely,7,1,Medical,Divorced,Research & Development,Laboratory Technician,No
913,44,Male,Travel_Rarely,9,2,Life Sciences,Married,Research & Development,Research Scientist,No
916,28,Male,Travel_Rarely,5,4,Medical,Single,Sales,Sales Executive,No
918,58,Male,Travel_Frequently,2,1,Life Sciences,Divorced,Research & Development,Laboratory Technician,Yes
920,43,Female,Travel_Rarely,8,3,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
922,20,Female,Travel_Rarely,2,3,Medical,Single,Sales,Sales Representative,Yes
923,21,Female,Travel_Rarely,18,1,Other,Single,Research & Development,Research Scientist,Yes
924,36,Male,Travel_Rarely,14,1,Life Sciences,Married,Research & Development,Healthcare Representative,No
925,47,Female,Travel_Rarely,2,4,Life Sciences,Single,Sales,Sales Representative,No
926,22,Female,Travel_Rarely,3,1,Life Sciences,Married,Research & Development,Manufacturing Director,Yes
927,41,Female,Travel_Rarely,2,4,Life Sciences,Divorced,Research & Development,Laboratory Technician,Yes
930,28,Female,Travel_Rarely,9,3,Medical,Divorced,Research & Development,Research Scientist,No
932,39,Male,Travel_Rarely,6,3,Medical,Married,Research & Development,Laboratory Technician,Yes
933,27,Female,Travel_Rarely,4,3,Life Sciences,Single,Research & Development,Research Scientist,No
934,34,Male,Travel_Rarely,10,3,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
936,42,Female,Travel_Rarely,14,2,Medical,Single,Sales,Sales Executive,No
939,33,Male,Travel_Rarely,1,4,Other,Single,Research & Development,Research Scientist,No
940,58,Female,Travel_Rarely,5,3,Technical Degree,Divorced,Research & Development,Healthcare Representative,No
941,31,Male,Travel_Rarely,7,4,Life Sciences,Married,Sales,Sales Representative,No
942,35,Female,Travel_Rarely,21,1,Life Sciences,Married,Research & Development,Healthcare Representative,No
944,49,Female,Travel_Rarely,8,2,Other,Married,Research & Development,Laboratory Technician,No
945,48,Male,Travel_Rarely,20,4,Medical,Married,Research & Development,Research Scientist,No
947,31,Female,Non-Travel,20,2,Marketing,Married,Sales,Sales Executive,No
949,36,Male,Travel_Rarely,7,4,Other,Single,Research & Development,Research Scientist,No
950,38,Female,Travel_Rarely,1,3,Technical Degree,Married,Research & Development,Research Director,No
951,32,Female,Non-Travel,1,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
952,25,Male,Travel_Rarely,19,2,Marketing,Married,Sales,Sales Representative,Yes
954,40,Male,Travel_Rarely,10,4,Marketing,Divorced,Sales,Sales Executive,No
956,26,Male,Travel_Frequently,1,3,Medical,Single,Sales,Sales Executive,No
957,41,Male,Travel_Rarely,6,3,Medical,Single,Research & Development,Laboratory Technician,No
958,36,Male,Travel_Rarely,2,4,Medical,Single,Research & Development,Laboratory Technician,No
959,19,Male,Travel_Rarely,21,3,Other,Single,Sales,Sales Representative,Yes
960,20,Male,Travel_Rarely,4,3,Technical Degree,Single,Research & Development,Laboratory Technician,Yes
961,31,Female,Travel_Rarely,12,3,Medical,Married,Research & Development,Healthcare Representative,No
964,40,Male,Travel_Frequently,9,4,Medical,Divorced,Research & Development,Research Scientist,No
966,32,Female,Travel_Rarely,3,4,Medical,Married,Research & Development,Manufacturing Director,No
967,36,Male,Travel_Rarely,3,1,Life Sciences,Married,Sales,Sales Executive,Yes
969,33,Female,Travel_Rarely,1,3,Life Sciences,Single,Research & Development,Healthcare Representative,No
970,37,Male,Travel_Rarely,1,4,Life Sciences,Married,Sales,Sales Executive,Yes
972,45,Male,Non-Travel,4,2,Life Sciences,Married,Research & Development,Laboratory Technician,No
974,29,Female,Travel_Frequently,20,3,Technical Degree,Married,Sales,Sales Representative,No
975,35,Female,Travel_Rarely,18,3,Medical,Married,Sales,Sales Executive,No
976,52,Male,Travel_Rarely,1,2,Life Sciences,Married,Research & Development,Manager,No
977,58,Male,Travel_Rarely,2,3,Technical Degree,Single,Research & Development,Research Scientist,Yes
981,53,Male,Travel_Rarely,2,2,Medical,Divorced,Sales,Manager,No
982,30,Male,Travel_Rarely,8,2,Other,Divorced,Sales,Sales Executive,No
983,38,Female,Non-Travel,10,3,Technical Degree,Single,Sales,Sales Executive,No
984,35,Male,Travel_Rarely,3,4,Life Sciences,Divorced,Sales,Sales Executive,No
985,39,Male,Travel_Rarely,2,5,Life Sciences,Single,Sales,Sales Executive,No
986,40,Female,Non-Travel,24,3,Life Sciences,Single,Sales,Sales Executive,Yes
987,47,Male,Travel_Frequently,16,4,Medical,Divorced,Research & Development,Manufacturing Director,No
990,36,Male,Non-Travel,8,4,Technical Degree,Divorced,Sales,Sales Executive,No
991,31,Male,Non-Travel,9,2,Medical,Single,Research & Development,Research Scientist,Yes
992,33,Male,Non-Travel,17,3,Life Sciences,Single,Sales,Manager,No
994,29,Female,Travel_Rarely,10,3,Life Sciences,Single,Research & Development,Research Scientist,Yes
995,33,Female,Travel_Rarely,13,1,Life Sciences,Single,Research & Development,Research Scientist,No
996,45,Female,Travel_Rarely,1,4,Medical,Divorced,Research & Development,Laboratory Technician,No
997,50,Male,Travel_Rarely,1,2,Medical,Divorced,Research & Development,Research Director,No
998,33,Female,Travel_Frequently,1,4,Other,Married,Research & Development,Healthcare Representative,No
999,41,Male,Travel_Frequently,9,3,Medical,Divorced,Research & Development,Research Director,No
1001,27,Female,Travel_Rarely,16,4,Technical Degree,Married,Research & Development,Laboratory Technician,No
1002,45,Male,Non-Travel,23,2,Life Sciences,Married,Research & Development,Laboratory Technician,No
1003,47,Female,Travel_Rarely,4,2,Life Sciences,Single,Sales,Sales Executive,No
1004,30,Female,Travel_Rarely,22,3,Life Sciences,Married,Research & Development,Research Scientist,Yes
1005,50,Male,Travel_Rarely,24,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1006,38,Male,Travel_Frequently,10,1,Medical,Married,Research & Development,Research Scientist,No
1007,46,Male,Travel_Rarely,7,2,Medical,Divorced,Research & Development,Manufacturing Director,No
1009,24,Female,Travel_Rarely,17,1,Medical,Divorced,Research & Development,Manufacturing Director,No
1010,35,Male,Travel_Rarely,14,4,Other,Divorced,Research & Development,Laboratory Technician,Yes
1011,31,Female,Travel_Frequently,1,1,Life Sciences,Married,Research & Development,Manufacturing Director,No
1012,18,Male,Non-Travel,5,2,Life Sciences,Single,Research & Development,Research Scientist,No
1013,54,Female,Travel_Rarely,17,3,Technical Degree,Married,Research & Development,Manufacturing Director,No
1014,35,Female,Travel_Rarely,25,4,Medical,Divorced,Research & Development,Healthcare Representative,No
1015,30,Female,Travel_Rarely,8,2,Life Sciences,Married,Research & Development,Research Director,No
1016,20,Female,Travel_Rarely,11,3,Medical,Single,Research & Development,Research Scientist,Yes
1017,30,Female,Travel_Frequently,5,3,Medical,Single,Research & Development,Laboratory Technician,Yes
1018,26,Male,Travel_Rarely,2,2,Medical,Married,Research & Development,Manufacturing Director,No
1019,22,Male,Travel_Rarely,8,1,Life Sciences,Married,Research & Development,Laboratory Technician,No
1022,48,Male,Travel_Rarely,6,3,Life Sciences,Single,Research & Development,Healthcare Representative,No
1024,48,Male,Travel_Rarely,4,4,Life Sciences,Single,Research & Development,Healthcare Representative,No
1025,41,Female,Travel_Rarely,7,2,Medical,Single,Research & Development,Manufacturing Director,No
1026,39,Female,Travel_Rarely,1,1,Life Sciences,Married,Research & Development,Manufacturing Director,No
1027,27,Female,Travel_Rarely,2,4,Life Sciences,Married,Research & Development,Manufacturing Director,No
1028,35,Male,Travel_Rarely,10,3,Other,Divorced,Research & Development,Laboratory Technician,No
1029,42,Male,Travel_Rarely,5,2,Marketing,Married,Sales,Manager,No
1030,50,Male,Travel_Rarely,9,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1032,59,Female,Travel_Rarely,2,3,Life Sciences,Single,Research & Development,Manufacturing Director,No
1033,37,Female,Travel_Rarely,11,2,Medical,Married,Research & Development,Healthcare Representative,Yes
1034,55,Male,Travel_Frequently,18,4,Medical,Married,Research & Development,Healthcare Representative,No
1035,41,Female,Non-Travel,7,1,Life Sciences,Divorced,Research & Development,Research Director,No
1036,38,Male,Travel_Rarely,3,4,Life Sciences,Single,Sales,Sales Executive,No
1037,26,Male,Non-Travel,29,2,Medical,Single,Sales,Sales Executive,Yes
1038,52,Female,Travel_Rarely,2,1,Marketing,Married,Sales,Manager,Yes
1039,44,Female,Travel_Rarely,28,3,Medical,Married,Sales,Sales Executive,No
1040,50,Female,Non-Travel,1,3,Life Sciences,Married,Sales,Sales Executive,No
1042,36,Female,Travel_Rarely,16,4,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1043,39,Female,Travel_Frequently,22,3,Medical,Single,Research & Development,Manufacturing Director,No
1044,33,Female,Non-Travel,8,1,Life Sciences,Single,Sales,Sales Representative,No
1045,45,Female,Travel_Rarely,11,2,Life Sciences,Married,Sales,Manager,No
1046,32,Female,Non-Travel,29,4,Medical,Single,Research & Development,Laboratory Technician,No
1047,34,Male,Travel_Rarely,1,4,Marketing,Divorced,Sales,Sales Executive,No
1048,59,Male,Travel_Rarely,1,2,Technical Degree,Married,Sales,Manager,No
1049,45,Male,Travel_Rarely,24,4,Medical,Single,Human Resources,Human Resources,No
1050,53,Female,Travel_Frequently,2,3,Marketing,Married,Sales,Sales Executive,No
1052,36,Male,Travel_Rarely,15,3,Other,Divorced,Research & Development,Laboratory Technician,Yes
1053,26,Male,Travel_Frequently,2,3,Life Sciences,Married,Research & Development,Research Scientist,Yes
1055,34,Female,Travel_Rarely,10,4,Life Sciences,Married,Sales,Sales Representative,No
1056,28,Male,Travel_Rarely,10,1,Medical,Married,Sales,Sales Representative,No
1060,38,Male,Travel_Frequently,3,4,Other,Married,Research & Development,Research Scientist,No
1061,50,Male,Travel_Rarely,2,4,Medical,Married,Research & Development,Research Director,No
1062,37,Female,Travel_Rarely,3,3,Other,Single,Research & Development,Healthcare Representative,No
1066,40,Male,Travel_Rarely,26,3,Marketing,Married,Sales,Sales Executive,No
1068,26,Female,Travel_Frequently,1,1,Medical,Divorced,Research & Development,Research Scientist,No
1069,46,Male,Travel_Rarely,1,4,Medical,Divorced,Research & Development,Research Director,No
1070,54,Female,Travel_Rarely,2,4,Life Sciences,Married,Sales,Sales Executive,No
1071,56,Female,Travel_Frequently,9,3,Medical,Married,Research & Development,Research Scientist,No
1073,36,Female,Travel_Rarely,12,5,Medical,Single,Research & Development,Manufacturing Director,No
1074,55,Male,Non-Travel,2,1,Medical,Single,Research & Development,Manager,No
1076,43,Male,Travel_Rarely,25,3,Medical,Divorced,Sales,Sales Executive,No
1077,20,Female,Travel_Frequently,9,3,Marketing,Single,Sales,Sales Representative,Yes
1079,21,Female,Travel_Rarely,10,3,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1080,46,Female,Travel_Rarely,8,4,Life Sciences,Divorced,Research & Development,Research Scientist,No
1081,51,Male,Travel_Rarely,4,4,Life Sciences,Married,Research & Development,Research Scientist,Yes
1082,28,Male,Non-Travel,24,2,Technical Degree,Single,Research & Development,Healthcare Representative,Yes
1083,26,Male,Travel_Rarely,1,2,Medical,Married,Research & Development,Laboratory Technician,No
1084,30,Male,Travel_Rarely,20,3,Other,Married,Research & Development,Manufacturing Director,No
1085,41,Female,Travel_Rarely,7,2,Technical Degree,Married,Research & Development,Research Scientist,No
1088,38,Female,Travel_Rarely,17,1,Life Sciences,Married,Research & Development,Healthcare Representative,No
1092,40,Male,Travel_Rarely,20,4,Technical Degree,Married,Research & Development,Healthcare Representative,No
1094,27,Male,Non-Travel,8,5,Life Sciences,Married,Research & Development,Laboratory Technician,No
1096,55,Male,Travel_Frequently,2,1,Life Sciences,Married,Research & Development,Manufacturing Director,No
1097,28,Female,Travel_Rarely,10,3,Other,Single,Research & Development,Research Scientist,No
1098,44,Male,Travel_Rarely,1,2,Medical,Married,Human Resources,Human Resources,Yes
1099,33,Male,Travel_Rarely,5,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1100,35,Male,Travel_Rarely,4,3,Technical Degree,Single,Sales,Sales Executive,Yes
1101,33,Female,Travel_Frequently,29,4,Medical,Single,Research & Development,Research Scientist,Yes
1102,28,Male,Travel_Rarely,15,2,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
1103,34,Male,Travel_Frequently,3,1,Life Sciences,Single,Research & Development,Healthcare Representative,No
1105,37,Female,Travel_Rarely,10,4,Life Sciences,Divorced,Sales,Sales Executive,No
1106,25,Male,Travel_Rarely,4,1,Technical Degree,Married,Research & Development,Laboratory Technician,Yes
1107,26,Male,Travel_Rarely,21,3,Medical,Divorced,Research & Development,Laboratory Technician,Yes
1108,33,Male,Travel_Rarely,25,3,Medical,Single,Research & Development,Research Scientist,Yes
1109,42,Male,Travel_Rarely,2,2,Medical,Married,Research & Development,Manager,No
1111,28,Male,Travel_Frequently,1,3,Medical,Divorced,Research & Development,Laboratory Technician,Yes
1113,50,Male,Travel_Frequently,1,4,Other,Single,Sales,Sales Executive,Yes
1114,33,Female,Travel_Frequently,7,3,Life Sciences,Married,Sales,Sales Executive,No
1115,34,Male,Non-Travel,3,4,Life Sciences,Married,Research & Development,Research Scientist,No
1116,48,Male,Non-Travel,1,4,Medical,Single,Research & Development,Manager,No
1117,45,Female,Non-Travel,9,4,Life Sciences,Married,Sales,Sales Executive,No
1118,52,Male,Travel_Rarely,7,4,Life Sciences,Single,Research & Development,Healthcare Representative,No
1119,38,Male,Travel_Rarely,10,4,Marketing,Divorced,Sales,Sales Executive,No
1120,29,Female,Travel_Rarely,28,4,Life Sciences,Divorced,Research & Development,Research Scientist,No
1121,28,Female,Travel_Rarely,3,3,Medical,Divorced,Research & Development,Manufacturing Director,No
1124,46,Male,Travel_Rarely,3,1,Marketing,Married,Sales,Manager,No
1125,38,Male,Travel_Rarely,2,2,Marketing,Single,Sales,Sales Executive,No
1126,43,Female,Travel_Frequently,27,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1127,39,Male,Travel_Frequently,2,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,Yes
1128,40,Male,Travel_Rarely,14,3,Medical,Single,Research & Development,Research Director,No
1131,21,Female,Travel_Rarely,1,1,Technical Degree,Single,Research & Development,Research Scientist,No
1132,39,Male,Non-Travel,9,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1133,36,Male,Non-Travel,18,4,Life Sciences,Single,Research & Development,Manufacturing Director,No
1135,31,Male,Travel_Frequently,20,3,Life Sciences,Married,Sales,Sales Representative,No
1136,28,Male,Travel_Rarely,2,1,Life Sciences,Married,Research & Development,Research Scientist,No
1137,35,Male,Travel_Frequently,11,2,Marketing,Divorced,Sales,Sales Executive,No
1138,49,Male,Travel_Rarely,8,4,Technical Degree,Married,Sales,Sales Executive,No
1140,34,Male,Travel_Frequently,2,2,Life Sciences,Single,Research & Development,Manufacturing Director,No
1143,29,Female,Travel_Frequently,10,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1148,42,Male,Travel_Rarely,29,3,Medical,Single,Research & Development,Laboratory Technician,No
1150,29,Male,Travel_Rarely,8,1,Medical,Married,Research & Development,Manufacturing Director,No
1152,38,Male,Travel_Rarely,1,3,Human Resources,Married,Human Resources,Human Resources,No
1154,28,Male,Travel_Frequently,6,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1156,18,Male,Non-Travel,8,1,Medical,Single,Research & Development,Laboratory Technician,Yes
1157,33,Female,Travel_Rarely,9,4,Marketing,Single,Sales,Sales Executive,Yes
1158,41,Male,Travel_Rarely,12,4,Life Sciences,Married,Research & Development,Laboratory Technician,No
1160,31,Male,Travel_Frequently,15,3,Medical,Married,Research & Development,Laboratory Technician,Yes
1161,37,Female,Travel_Rarely,25,2,Medical,Divorced,Research & Development,Healthcare Representative,No
1162,27,Male,Travel_Rarely,6,3,Life Sciences,Married,Research & Development,Research Scientist,No
1163,34,Female,Travel_Rarely,9,1,Life Sciences,Married,Sales,Sales Executive,No
1164,35,Male,Travel_Rarely,8,4,Technical Degree,Single,Human Resources,Human Resources,No
1165,29,Female,Travel_Rarely,23,1,Life Sciences,Married,Sales,Sales Executive,Yes
1166,40,Female,Travel_Frequently,9,4,Medical,Single,Research & Development,Research Director,No
1167,42,Male,Travel_Frequently,12,3,Life Sciences,Single,Sales,Sales Executive,Yes
1171,42,Male,Travel_Rarely,4,4,Marketing,Single,Sales,Sales Executive,No
1172,35,Male,Travel_Rarely,1,4,Medical,Married,Research & Development,Laboratory Technician,No
1173,24,Male,Travel_Rarely,24,3,Medical,Single,Research & Development,Laboratory Technician,No
1175,28,Female,Travel_Rarely,12,1,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1177,26,Male,Travel_Rarely,3,4,Medical,Married,Research & Development,Laboratory Technician,No
1179,30,Male,Travel_Rarely,10,3,Marketing,Married,Sales,Sales Executive,No
1180,40,Female,Travel_Frequently,26,2,Medical,Married,Research & Development,Research Scientist,No
1182,35,Male,Travel_Rarely,2,3,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1184,34,Male,Travel_Frequently,1,3,Medical,Single,Research & Development,Healthcare Representative,No
1185,35,Male,Travel_Frequently,4,4,Other,Married,Research & Development,Laboratory Technician,No
1188,43,Female,Travel_Rarely,9,3,Marketing,Single,Sales,Sales Executive,Yes
1190,32,Female,Non-Travel,2,1,Life Sciences,Divorced,Sales,Sales Representative,No
1191,56,Female,Travel_Rarely,4,4,Technical Degree,Divorced,Research & Development,Manager,No
1192,29,Female,Travel_Rarely,6,1,Medical,Married,Research & Development,Laboratory Technician,No
1193,19,Male,Travel_Rarely,9,2,Life Sciences,Single,Research & Development,Research Scientist,No
1195,45,Female,Travel_Rarely,7,3,Medical,Married,Research & Development,Research Scientist,No
1196,37,Female,Travel_Rarely,1,3,Life Sciences,Married,Research & Development,Manufacturing Director,No
1198,20,Male,Travel_Rarely,3,3,Life Sciences,Single,Research & Development,Laboratory Technician,No
1200,44,Male,Travel_Rarely,10,4,Life Sciences,Single,Research & Development,Research Scientist,Yes
1201,53,Female,Travel_Rarely,7,2,Medical,Divorced,Research & Development,Manager,No
1202,29,Female,Travel_Rarely,15,1,Life Sciences,Married,Research & Development,Research Scientist,No
1203,22,Male,Travel_Frequently,3,4,Life Sciences,Married,Research & Development,Research Scientist,Yes
1204,46,Female,Travel_Rarely,2,3,Marketing,Married,Sales,Manager,No
1206,44,Male,Non-Travel,17,3,Life Sciences,Single,Research & Development,Research Scientist,No
1207,33,Male,Travel_Rarely,2,3,Human Resources,Married,Human Resources,Human Resources,No
1210,41,Male,Non-Travel,5,2,Life Sciences,Divorced,Research & Development,Research Scientist,Yes
1211,30,Male,Travel_Rarely,29,4,Life Sciences,Divorced,Sales,Sales Executive,No
1212,40,Male,Travel_Frequently,2,4,Medical,Married,Sales,Sales Executive,No
1215,50,Female,Travel_Frequently,2,3,Medical,Married,Research & Development,Manager,No
1216,28,Male,Travel_Rarely,19,4,Medical,Married,Research & Development,Laboratory Technician,No
1217,46,Male,Travel_Rarely,15,2,Life Sciences,Married,Research & Development,Research Director,No
1218,35,Male,Travel_Rarely,17,4,Life Sciences,Married,Sales,Sales Executive,No
1219,24,Female,Travel_Rarely,17,2,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1220,33,Female,Travel_Frequently,25,3,Medical,Married,Sales,Sales Executive,No
1221,36,Male,Travel_Rarely,6,4,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
1224,30,Male,Travel_Rarely,7,4,Life Sciences,Divorced,Research & Development,Laboratory Technician,No
1225,44,Male,Travel_Rarely,29,4,Other,Single,Research & Development,Research Scientist,No
1226,20,Male,Travel_Rarely,21,3,Marketing,Single,Sales,Sales Representative,No
1228,46,Male,Travel_Rarely,2,4,Technical Degree,Divorced,Research & Development,Manufacturing Director,No
1231,42,Male,Non-Travel,2,5,Medical,Married,Human Resources,Human Resources,No
1233,60,Male,Travel_Rarely,7,4,Marketing,Divorced,Sales,Sales Executive,No
1234,32,Female,Travel_Frequently,13,3,Other,Married,Research & Development,Laboratory Technician,No
1235,32,Female,Travel_Frequently,2,2,Life Sciences,Single,Research & Development,Research Scientist,No
1237,36,Female,Travel_Rarely,1,3,Technical Degree,Divorced,Research & Development,Manufacturing Director,No
1238,33,Male,Travel_Rarely,9,3,Medical,Married,Research & Development,Research Scientist,No
1239,40,Female,Travel_Rarely,10,3,Technical Degree,Divorced,Sales,Sales Executive,No
1240,25,Male,Travel_Rarely,10,4,Life Sciences,Single,Sales,Sales Executive,No
1241,30,Male,Travel_Rarely,1,3,Medical,Married,Research & Development,Research Scientist,No
1242,42,Female,Travel_Frequently,26,5,Medical,Married,Research & Development,Research Director,No
1243,35,Female,Non-Travel,8,2,Marketing,Married,Sales,Sales Executive,No
1244,27,Male,Travel_Rarely,14,3,Life Sciences,Married,Research & Development,Research Scientist,No
1245,54,Female,Travel_Frequently,1,4,Life Sciences,Divorced,Research & Development,Manufacturing Director,No
1246,44,Female,Travel_Rarely,2,1,Life Sciences,Married,Research & Development,Research Scientist,No
1248,19,Female,Non-Travel,10,3,Medical,Single,Research & Development,Research Scientist,Yes
1249,29,Female,Travel_Rarely,1,3,Life Sciences,Divorced,Research & Development,Research Scientist,No
1250,54,Male,Travel_Rarely,3,3,Life Sciences,Married,Research & Development,Research Director,No
1251,31,Male,Travel_Rarely,11,2,Medical,Married,Research & Development,Healthcare Representative,No
1252,31,Female,Travel_Rarely,24,3,Medical,Single,Research & Development,Healthcare Representative,No
1254,59,Female,Travel_Rarely,3,3,Life Sciences,Single,Sales,Sales Executive,No
1255,43,Male,Travel_Rarely,3,3,Life Sciences,Married,Research & Development,Research Director,No
1256,49,Male,Travel_Rarely,4,2,Medical,Married,Research & Development,Manager,No
1257,36,Male,Travel_Frequently,3,3,Technical Degree,Married,Research & Development,Research Scientist,No
1258,48,Male,Travel_Rarely,2,2,Technical Degree,Single,Research & Development,Laboratory Technician,No
1259,27,Male,Travel_Rarely,4,2,Life Sciences,Divorced,Research & Development,Research Scientist,No
1260,29,Male,Travel_Rarely,7,3,Life Sciences,Divorced,Research & Development,Healthcare Representative,No
1263,48,Male,Travel_Rarely,1,3,Life Sciences,Single,Research & Development,Research Director,No
1264,29,Female,Travel_Rarely,1,3,Life Sciences,Divorced,Research & Development,Research Director,No
1265,34,Female,Travel_Rarely,20,3,Technical Degree,Married,Research & Development,Research Scientist,No
1267,44,Male,Travel_Rarely,5,3,Marketing,Married,Sales,Manager,No
1268,33,Male,Travel_Rarely,10,5,Marketing,Divorced,Sales,Sales Executive,No
1269,19,Female,Travel_Rarely,25,3,Life Sciences,Single,Research & Development,Research Scientist,No
1270,23,Male,Travel_Rarely,1,2,Life Sciences,Married,Research & Development,Research Scientist,No
1273,25,Male,Travel_Frequently,24,1,Life Sciences,Single,Sales,Sales Representative,Yes
1275,26,Male,Travel_Rarely,4,2,Life Sciences,Single,Research & Development,Research Scientist,No
1277,45,Female,Travel_Rarely,2,3,Marketing,Single,Sales,Manager,Yes
1278,55,Male,Non-Travel,8,1,Medical,Divorced,Research & Development,Healthcare Representative,No
1279,21,Female,Travel_Frequently,10,2,Life Sciences,Single,Research & Development,Laboratory Technician,Yes
1280,46,Female,Travel_Rarely,4,2,Marketing,Married,Sales,Manager,No
1281,34,Female,Travel_Rarely,2,3,Marketing,Single,Sales,Sales Executive,No
1282,51,Male,Travel_Frequently,9,3,Life Sciences,Divorced,Sales,Manager,No
1283,59,Male,Travel_Rarely,18,4,Medical,Single,Research & Development,Manufacturing Director,No
1285,34,Female,Travel_Frequently,19,3,Medical,Divorced,Research & Development,Laboratory Technician,No
1286,28,Male,Travel_Frequently,1,4,Medical,Single,Research & Development,Laboratory Technician,No
1288,44,Male,Travel_Rarely,4,2,Life Sciences,Divorced,Research & Development,Manager,No
1289,34,Male,Travel_Frequently,11,3,Life Sciences,Married,Human Resources,Human Resources,No
1291,35,Male,Travel_Rarely,6,1,Life Sciences,Married,Research & Development,Research Scientist,No
1292,42,Female,Travel_Rarely,7,4,Medical,Married,Research & Development,Research Scientist,No
1293,43,Female,Travel_Rarely,4,4,Marketing,Single,Sales,Sales Executive,No
1294,36,Female,Travel_Rarely,2,4,Life Sciences,Single,Research & Development,Manufacturing Director,No
1295,44,Female,Travel_Rarely,15,3,Medical,Married,Research & Development,Healthcare Representative,Yes
1296,28,Male,Travel_Frequently,2,3,Life Sciences,Married,Research & Development,Laboratory Technician,No
1297,51,Female,Travel_Frequently,6,2,Medical,Single,Research & Development,Laboratory Technician,No
1298,30,Female,Non-Travel,9,2,Medical,Single,Research & Development,Manufacturing Director,No
1299,29,Female,Travel_Rarely,7,3,Technical Degree,Divorced,Research & Development,Laboratory Technician,Yes
1301,28,Male,Travel_Rarely,1,3,Technical Degree,Single,Research & Development,Research Scientist,No
1303,25,Female,Travel_Rarely,1,3,Medical,Single,Research & Development,Research Scientist,No
1304,32,Male,Travel_Rarely,8,3,Medical,Married,Sales,Sales Executive,No
1306,45,Female,Travel_Frequently,25,3,Medical,Single,Research & Development,Manager,No
1307,39,Female,Travel_Rarely,13,4,Medical,Divorced,Research & Development,Manager,No
1308,58,Male,Travel_Rarely,23,4,Life Sciences,Divorced,Research & Development,Research Scientist,No
1309,32,Male,Travel_Rarely,7,2,Life Sciences,Married,Research & Development,Laboratory Technician,Yes
1310,39,Male,Travel_Rarely,23,3,Medical,Single,Research & Development,Research Scientist,Yes
1311,30,Female,Travel_Rarely,6,3,Technical Degree,Married,Research & Development,Laboratory Technician,No
1312,36,Female,Travel_Rarely,10,4,Technical Degree,Married,Research & Development,Healthcare Representative,No
1314,46,Female,Travel_Rarely,1,2,Life Sciences,Single,Human Resources,Human Resources,No
